,UF,acesso_a_Internet,Renda_per_capita
93090,RJ,não,450.0
93092,RJ,não,815.0
93093,RJ,sim,1200.0
93094,RJ,sim,650.0
93095,RJ,não,2788.0
93096,RJ,sim,333.0
93097,RJ,sim,240.0
93098,RJ,sim,933.0
93099,RJ,não,659.0
93101,RJ,não,808.0
93102,RJ,sim,1666.0
93103,RJ,sim,375.0
93105,RJ,não,447.0
93106,RJ,sim,575.0
93107,RJ,não,829.0
93109,RJ,sim,650.0
93111,RJ,sim,610.0
93113,RJ,sim,680.0
93114,RJ,sim,545.0
93115,RJ,não,400.0
93116,RJ,sim,1500.0
93117,RJ,não,788.0
93118,RJ,não,788.0
93119,RJ,não,1000.0
93120,RJ,não,788.0
93121,RJ,não,500.0
93122,RJ,sim,900.0
93123,RJ,não,1019.0
93124,RJ,não,500.0
93125,RJ,sim,511.0
93126,RJ,sim,600.0
93127,RJ,sim,947.0
93128,RJ,não,394.0
93129,RJ,não,600.0
93130,RJ,sim,1666.0
93132,SP,sim,4250.0
93133,SP,sim,1262.0
93135,SP,sim,3000.0
93136,SP,não,788.0
93139,SP,não,1988.0
93140,SP,sim,1550.0
93143,SP,sim,2300.0
93146,SP,não,1594.0
93147,SP,sim,788.0
93148,SP,sim,697.0
93149,SP,sim,900.0
93150,SP,sim,1744.0
93151,SP,não,1000.0
93152,SP,não,600.0
93153,SP,não,788.0
93154,SP,não,2500.0
93155,SP,não,233.0
93156,SP,sim,1333.0
93157,SP,sim,766.0
93159,SP,não,788.0
93160,SP,sim,1433.0
93161,SP,sim,1267.0
93162,SP,não,394.0
93163,SP,não,1144.0
93165,SP,não,1090.0
93167,SP,sim,788.0
93168,SP,não,1025.0
93169,SP,não,788.0
93170,SP,não,994.0
93171,SP,sim,716.0
93172,SP,sim,820.0
93173,SP,sim,1700.0
93174,SP,não,253.0
93175,SP,sim,508.0
93176,SP,sim,511.0
93177,SP,sim,1143.0
93178,SP,sim,1000.0
93179,SP,sim,1800.0
93180,SP,não,884.0
93181,SP,não,788.0
93182,SP,sim,925.0
93184,SP,sim,1188.0
93185,SP,não,647.0
93186,SP,sim,1350.0
93187,SP,sim,2466.0
93188,SP,não,1958.0
93190,SP,sim,1200.0
93191,SP,não,788.0
93192,SP,não,500.0
93193,SP,sim,400.0
93194,SP,sim,1800.0
93195,SP,sim,704.0
93196,SP,sim,750.0
93197,SP,sim,660.0
93198,SP,sim,844.0
93199,SP,não,872.0
93200,SP,não,995.0
93201,SP,sim,1188.0
93203,SP,não,1894.0
93204,SP,sim,450.0
93205,SP,sim,844.0
93206,SP,não,788.0
93207,SP,sim,197.0
93208,SP,não,1395.0
93210,SP,sim,1288.0
93211,SP,sim,240.0
93213,SP,sim,1150.0
93216,SP,não,500.0
93217,SP,não,1600.0
93219,SP,sim,2500.0
93222,SP,sim,4000.0
93224,SP,sim,1200.0
93226,SP,sim,1250.0
93228,SP,sim,508.0
93229,SP,sim,2039.0
93230,SP,não,1576.0
93231,SP,sim,1766.0
93232,SP,não,1715.0
93233,SP,sim,8333.0
93234,SP,sim,1000.0
93237,SP,sim,2000.0
93238,SP,sim,8500.0
93239,SP,não,980.0
93241,SP,sim,4600.0
93242,SP,sim,2433.0
93243,SP,sim,4000.0
93244,SP,sim,700.0
93249,SP,sim,2000.0
93251,SP,não,2450.0
93259,SP,não,1600.0
93260,SP,não,3800.0
93263,SP,sim,8000.0
93266,SP,não,900.0
93267,SP,sim,1075.0
93271,SP,sim,560.0
93272,SP,sim,4666.0
93273,SP,não,1700.0
93274,SP,sim,2133.0
93275,SP,sim,2500.0
93276,SP,sim,996.0
93278,SP,não,2500.0
93279,SP,sim,4340.0
93281,SP,não,2500.0
93284,SP,sim,2200.0
93285,SP,sim,1275.0
93288,SP,sim,3000.0
93289,SP,sim,2590.0
93293,SP,sim,4660.0
93295,SP,sim,2000.0
93297,SP,sim,2650.0
93307,SP,sim,3750.0
93309,SP,sim,734.0
93310,SP,sim,6000.0
93311,SP,não,4000.0
93316,SP,sim,5394.0
93318,SP,sim,3500.0
93319,SP,sim,2625.0
93323,SP,sim,1853.0
93324,SP,não,2750.0
93325,SP,sim,2800.0
93326,SP,sim,1333.0
93333,SP,sim,3250.0
93334,SP,sim,1469.0
93343,SP,sim,1333.0
93344,SP,sim,12500.0
93345,SP,sim,4700.0
93346,SP,sim,5250.0
93348,SP,sim,8750.0
93350,SP,sim,3500.0
93352,SP,sim,5000.0
93353,SP,sim,3000.0
93354,SP,sim,788.0
93355,SP,sim,6000.0
93357,SP,sim,5000.0
93358,SP,sim,3100.0
93359,SP,sim,3333.0
93360,SP,sim,1400.0
93362,SP,sim,788.0
93363,SP,sim,1858.0
93364,SP,sim,666.0
93367,SP,sim,1350.0
93368,SP,não,1638.0
93369,SP,sim,20.0
93371,SP,sim,2144.0
93372,SP,não,788.0
93373,SP,sim,1466.0
93374,SP,sim,2162.0
93375,SP,sim,400.0
93378,SP,não,1000.0
93381,SP,não,788.0
93382,SP,sim,753.0
93383,SP,sim,3166.0
93384,SP,sim,397.0
93386,SP,sim,540.0
93387,SP,não,788.0
93388,SP,não,900.0
93389,SP,não,790.0
93391,SP,não,738.0
93392,SP,sim,804.0
93395,SP,sim,452.0
93396,SP,sim,1503.0
93397,SP,sim,8.0
93398,SP,sim,1000.0
93399,SP,não,533.0
93402,SP,sim,487.0
93404,SP,sim,1312.0
93406,SP,sim,1274.0
93407,SP,sim,1124.0
93408,SP,sim,525.0
93410,SP,sim,1400.0
93411,SP,sim,796.0
93414,SP,sim,0.0
93415,SP,sim,4766.0
93416,SP,sim,1500.0
93417,SP,sim,2497.0
93418,SP,não,994.0
93419,SP,sim,1025.0
93420,SP,sim,700.0
93421,SP,sim,1066.0
93422,SP,sim,567.0
93423,SP,não,394.0
93424,SP,sim,1650.0
93425,SP,sim,1666.0
93426,SP,sim,3000.0
93427,SP,não,1300.0
93429,SP,sim,2294.0
93430,SP,sim,937.0
93431,SP,sim,394.0
93432,SP,sim,775.0
93433,SP,sim,2562.0
93434,SP,sim,1500.0
93435,SP,sim,1025.0
93436,SP,sim,1566.0
93437,SP,sim,1844.0
93438,SP,sim,738.0
93439,SP,sim,2036.0
93441,SP,sim,1644.0
93442,SP,sim,1250.0
93445,SP,sim,900.0
93447,SP,sim,1425.0
93448,SP,sim,650.0
93449,SP,sim,1359.0
93450,SP,sim,1500.0
93451,SP,não,800.0
93452,SP,sim,757.0
93453,SP,não,2500.0
93454,SP,sim,966.0
93455,SP,sim,1766.0
93457,SP,não,0.0
93459,SP,não,1000.0
93460,SP,sim,333.0
93461,SP,não,531.0
93462,SP,não,788.0
93463,SP,não,896.0
93464,SP,sim,748.0
93465,SP,sim,750.0
93466,SP,não,1588.0
93468,SP,não,1138.0
93471,SP,sim,1500.0
93472,SP,não,664.0
93474,SP,não,520.0
93476,SP,não,777.0
93479,SP,não,788.0
93480,SP,sim,1750.0
93482,SP,não,1000.0
93483,SP,não,520.0
93484,SP,não,1000.0
93485,SP,não,593.0
93487,SP,sim,600.0
93490,SP,sim,1295.0
93491,SP,não,500.0
93493,SP,sim,2250.0
93494,SP,sim,262.0
93495,SP,não,1192.0
93498,SP,sim,1333.0
93499,SP,sim,1050.0
93501,SP,sim,676.0
93503,SP,sim,996.0
93504,SP,não,1000.0
93505,SP,sim,1538.0
93506,SP,não,12000.0
93508,SP,sim,1800.0
93509,SP,sim,1450.0
93510,SP,sim,1666.0
93511,SP,não,1750.0
93512,SP,não,3880.0
93515,SP,sim,1617.0
93516,SP,não,788.0
93517,SP,sim,862.0
93518,SP,não,888.0
93519,SP,não,950.0
93520,SP,sim,3100.0
93521,SP,sim,1675.0
93523,SP,sim,1625.0
93524,SP,sim,750.0
93525,SP,sim,3152.0
93526,SP,sim,1200.0
93527,SP,sim,1329.0
93528,SP,sim,1316.0
93529,SP,não,729.0
93530,SP,sim,1252.0
93531,SP,não,1200.0
93532,SP,sim,1090.0
93533,SP,sim,592.0
93534,SP,sim,1400.0
93536,SP,sim,312.0
93537,SP,não,858.0
93538,SP,sim,2044.0
93539,SP,sim,342.0
93540,SP,sim,680.0
93541,SP,não,788.0
93542,SP,sim,962.0
93543,SP,sim,2800.0
93544,SP,sim,1012.0
93545,SP,não,337.0
93546,SP,não,500.0
93547,SP,sim,1516.0
93549,SP,sim,857.0
93550,SP,não,850.0
93551,SP,sim,1197.0
93552,SP,sim,1024.0
93553,SP,sim,1366.0
93554,SP,não,1500.0
93555,SP,sim,766.0
93556,SP,sim,1000.0
93558,SP,sim,0.0
93559,SP,sim,3900.0
93561,SP,sim,1250.0
93562,SP,sim,5000.0
93564,SP,sim,1500.0
93565,SP,sim,9090.0
93567,SP,não,2000.0
93570,SP,não,1020.0
93571,SP,sim,4250.0
93573,SP,sim,500.0
93574,SP,sim,2294.0
93575,SP,não,1688.0
93577,SP,sim,1500.0
93578,SP,não,3750.0
93579,SP,não,3344.0
93580,SP,sim,1266.0
93582,SP,sim,500.0
93585,SP,sim,800.0
93587,SP,sim,3300.0
93588,SP,sim,3800.0
93589,SP,sim,2580.0
93591,SP,sim,5566.0
93593,SP,sim,2450.0
93594,SP,sim,1878.0
93595,SP,sim,2900.0
93596,SP,sim,5875.0
93597,SP,sim,1900.0
93598,SP,sim,740.0
93599,SP,sim,883.0
93600,SP,sim,1000.0
93601,SP,sim,1700.0
93603,SP,não,1009.0
93604,SP,sim,795.0
93605,SP,sim,6000.0
93606,SP,sim,0.0
93607,SP,sim,14500.0
93608,SP,sim,933.0
93609,SP,não,900.0
93611,SP,sim,2087.0
93613,SP,sim,1500.0
93614,SP,sim,1100.0
93615,SP,sim,3000.0
93616,SP,sim,364.0
93617,SP,sim,1825.0
93618,SP,sim,1916.0
93619,SP,sim,597.0
93620,SP,sim,1066.0
93622,SP,não,262.0
93623,SP,sim,8788.0
93624,SP,sim,4750.0
93625,SP,não,1085.0
93626,SP,sim,600.0
93629,SP,sim,720.0
93631,SP,sim,262.0
93632,SP,não,642.0
93633,SP,não,625.0
93634,SP,sim,2833.0
93635,SP,não,1479.0
93636,SP,sim,1117.0
93637,SP,não,422.0
93638,SP,sim,1000.0
93639,SP,sim,472.0
93640,SP,sim,537.0
93641,SP,sim,500.0
93642,SP,sim,3500.0
93643,SP,sim,1065.0
93644,SP,não,788.0
93645,SP,não,262.0
93647,SP,não,580.0
93649,SP,não,750.0
93650,SP,não,133.0
93651,SP,sim,966.0
93652,SP,sim,275.0
93654,SP,sim,1250.0
93655,SP,sim,766.0
93656,SP,sim,1450.0
93657,SP,sim,733.0
93659,SP,sim,2360.0
93660,SP,sim,10500.0
93661,SP,não,5470.0
93664,SP,sim,788.0
93665,SP,sim,1844.0
93666,SP,sim,1750.0
93668,SP,não,3000.0
93671,SP,sim,2250.0
93673,SP,sim,2275.0
93674,SP,sim,1358.0
93675,SP,sim,2250.0
93676,SP,sim,4757.0
93677,SP,sim,8000.0
93678,SP,sim,1266.0
93679,SP,sim,2475.0
93680,SP,sim,1150.0
93682,SP,sim,2887.0
93683,SP,sim,1250.0
93684,SP,sim,4250.0
93686,SP,sim,1600.0
93687,SP,sim,1375.0
93688,SP,sim,2656.0
93689,SP,sim,1500.0
93690,SP,sim,1300.0
93691,SP,sim,400.0
93692,SP,sim,875.0
93693,SP,sim,966.0
93694,SP,não,750.0
93695,SP,sim,2022.0
93696,SP,não,250.0
93698,SP,não,666.0
93699,SP,não,1397.0
93700,SP,sim,2000.0
93701,SP,sim,1025.0
93702,SP,não,1500.0
93703,SP,sim,736.0
93704,SP,sim,777.0
93705,SP,sim,1497.0
93706,SP,sim,1100.0
93707,SP,sim,1133.0
93708,SP,sim,895.0
93709,SP,sim,1362.0
93710,SP,não,788.0
93712,SP,sim,1096.0
93713,SP,sim,1077.0
93714,SP,não,2094.0
93715,SP,sim,933.0
93716,SP,sim,1266.0
93717,SP,não,833.0
93719,SP,sim,825.0
93720,SP,sim,666.0
93721,SP,sim,480.0
93725,SP,não,788.0
93726,SP,não,1200.0
93727,SP,não,9000.0
93728,SP,sim,1650.0
93730,SP,sim,2000.0
93731,SP,sim,2750.0
93732,SP,sim,320.0
93733,SP,não,365.0
93734,SP,sim,2233.0
93735,SP,sim,1116.0
93736,SP,sim,320.0
93737,SP,não,2500.0
93738,SP,não,2000.0
93739,SP,não,600.0
93740,SP,sim,1600.0
93741,SP,sim,437.0
93742,SP,sim,740.0
93743,SP,sim,2100.0
93746,SP,não,1650.0
93747,SP,não,2780.0
93750,SP,sim,500.0
93752,SP,não,400.0
93753,SP,não,2750.0
93754,SP,sim,687.0
93757,SP,não,980.0
93765,SP,sim,4000.0
93766,SP,sim,1750.0
93774,SP,sim,1662.0
93776,SP,sim,1225.0
93777,SP,sim,1550.0
93781,SP,sim,1225.0
93782,SP,sim,996.0
93784,SP,sim,4850.0
93785,SP,não,362.0
93787,SP,sim,1666.0
93791,SP,sim,929.0
93794,SP,não,680.0
93796,SP,sim,1733.0
93798,SP,não,2000.0
93802,SP,não,1576.0
93803,SP,não,788.0
93805,SP,sim,5050.0
93806,SP,não,1414.0
93807,SP,não,1113.0
93809,SP,não,1770.0
93810,SP,não,0.0
93811,SP,não,980.0
93812,SP,sim,788.0
93814,SP,não,1650.0
93815,SP,não,1487.0
93816,SP,não,733.0
93817,SP,sim,650.0
93818,SP,não,890.0
93819,SP,não,860.0
93820,SP,sim,1133.0
93821,SP,sim,1300.0
93822,SP,sim,880.0
93823,SP,sim,750.0
93824,SP,sim,1450.0
93826,SP,sim,1725.0
93827,SP,não,788.0
93828,SP,não,788.0
93829,SP,não,788.0
93831,SP,sim,1222.0
93835,SP,não,750.0
93840,SP,sim,1300.0
93841,SP,não,900.0
93845,SP,não,950.0
93846,SP,não,675.0
93849,SP,não,150.0
93850,SP,sim,17.0
93851,SP,sim,366.0
93852,SP,sim,788.0
93853,SP,sim,1150.0
93854,SP,sim,950.0
93855,SP,sim,650.0
93856,SP,sim,516.0
93857,SP,sim,829.0
93858,SP,sim,833.0
93859,SP,sim,500.0
93860,SP,não,744.0
93861,SP,não,1000.0
93862,SP,sim,619.0
93863,SP,sim,772.0
93864,SP,não,1240.0
93865,SP,sim,1666.0
93866,SP,sim,0.0
93867,SP,não,1095.0
93868,SP,não,844.0
93869,SP,não,700.0
93870,SP,sim,666.0
93872,SP,não,1244.0
93873,SP,sim,1000.0
93874,SP,não,788.0
93875,SP,sim,1694.0
93876,SP,não,377.0
93877,SP,sim,2133.0
93878,SP,sim,2550.0
93882,SP,sim,1025.0
93883,SP,sim,606.0
93884,SP,sim,729.0
93885,SP,sim,575.0
93886,SP,não,833.0
93887,SP,não,1050.0
93888,SP,não,1896.0
93889,SP,sim,160.0
93890,SP,sim,329.0
93891,SP,não,400.0
93892,SP,sim,374.0
93893,SP,não,1100.0
93894,SP,sim,466.0
93895,SP,sim,833.0
93896,SP,sim,788.0
93897,SP,sim,300.0
93898,SP,não,300.0
93899,SP,sim,255.0
93900,SP,não,810.0
93901,SP,não,262.0
93902,SP,não,495.0
93904,SP,não,600.0
93905,SP,sim,1225.0
93906,SP,sim,733.0
93907,SP,sim,800.0
93908,SP,sim,3000.0
93910,SP,sim,1400.0
93912,SP,não,788.0
93913,SP,não,662.0
93914,SP,sim,125.0
93915,SP,sim,350.0
93916,SP,não,1288.0
93917,SP,não,788.0
93918,SP,não,2000.0
93919,SP,não,1488.0
93920,SP,não,313.0
93921,SP,sim,933.0
93922,SP,não,394.0
93924,SP,sim,1200.0
93926,SP,sim,1166.0
93927,SP,sim,950.0
93928,SP,sim,1050.0
93930,SP,sim,2102.0
93931,SP,sim,3950.0
93932,SP,não,822.0
93933,SP,sim,1000.0
93934,SP,sim,833.0
93935,SP,sim,1160.0
93936,SP,não,394.0
93937,SP,sim,333.0
93938,SP,sim,1133.0
93939,SP,sim,671.0
93940,SP,não,854.0
93941,SP,sim,402.0
93942,SP,sim,450.0
93943,SP,sim,877.0
93944,SP,não,183.0
93945,SP,não,569.0
93946,SP,não,788.0
93947,SP,sim,312.0
93948,SP,sim,925.0
93949,SP,sim,700.0
93951,SP,sim,4000.0
93952,SP,sim,4050.0
93954,SP,sim,1381.0
93955,SP,sim,6600.0
93957,SP,sim,440.0
93958,SP,sim,434.0
93960,SP,não,1000.0
93962,SP,sim,632.0
93964,SP,sim,728.0
93965,SP,sim,616.0
93966,SP,não,1375.0
93967,SP,sim,680.0
93968,SP,não,558.0
93969,SP,sim,600.0
93970,SP,sim,302.0
93972,SP,não,900.0
93974,SP,sim,1133.0
93975,SP,sim,3000.0
93976,SP,sim,596.0
93977,SP,sim,1143.0
93978,SP,sim,1500.0
93979,SP,não,1800.0
93980,SP,sim,1290.0
93981,SP,sim,1067.0
93982,SP,sim,1200.0
93983,SP,sim,1337.0
93984,SP,sim,889.0
93985,SP,sim,562.0
93986,SP,não,600.0
93987,SP,não,788.0
93988,SP,não,788.0
93989,SP,sim,933.0
93990,SP,sim,783.0
93991,SP,não,733.0
93993,SP,não,650.0
93994,SP,não,822.0
93995,SP,não,300.0
93997,SP,sim,500.0
93998,SP,sim,600.0
94000,SP,sim,1000.0
94002,SP,não,788.0
94003,SP,sim,666.0
94005,SP,sim,1969.0
94006,SP,não,944.0
94007,SP,sim,1050.0
94008,SP,sim,1000.0
94010,SP,sim,2000.0
94011,SP,não,1100.0
94013,SP,sim,2333.0
94014,SP,não,1576.0
94015,SP,não,795.0
94016,SP,sim,2000.0
94017,SP,não,1850.0
94018,SP,sim,529.0
94019,SP,sim,545.0
94020,SP,sim,1425.0
94022,SP,sim,1666.0
94023,SP,sim,600.0
94024,SP,sim,960.0
94025,SP,sim,600.0
94027,SP,sim,1466.0
94028,SP,sim,1550.0
94029,SP,não,1275.0
94030,SP,sim,600.0
94031,SP,sim,816.0
94032,SP,sim,983.0
94033,SP,sim,2300.0
94035,SP,não,789.0
94036,SP,sim,1066.0
94037,SP,não,800.0
94038,SP,não,619.0
94039,SP,sim,936.0
94040,SP,sim,2300.0
94041,SP,sim,2300.0
94042,SP,sim,1394.0
94043,SP,sim,750.0
94044,SP,não,788.0
94045,SP,sim,1050.0
94047,SP,sim,1900.0
94049,SP,sim,1150.0
94050,SP,sim,833.0
94051,SP,sim,289.0
94052,SP,sim,1144.0
94054,SP,não,3650.0
94055,SP,não,2788.0
94056,SP,sim,3300.0
94059,SP,sim,1500.0
94060,SP,não,1576.0
94061,SP,sim,1495.0
94062,SP,sim,3566.0
94065,SP,não,1000.0
94066,SP,sim,12500.0
94069,SP,sim,800.0
94070,SP,sim,1833.0
94071,SP,sim,2929.0
94073,SP,sim,700.0
94074,SP,sim,324.0
94075,SP,sim,766.0
94077,SP,sim,2500.0
94078,SP,sim,7100.0
94079,SP,não,1788.0
94080,SP,não,1576.0
94081,SP,sim,500.0
94082,SP,sim,1566.0
94084,SP,não,1288.0
94086,SP,sim,1025.0
94087,SP,sim,665.0
94088,SP,sim,629.0
94089,SP,sim,1100.0
94090,SP,sim,1081.0
94091,SP,sim,1033.0
94092,SP,não,392.0
94094,SP,sim,1600.0
94096,SP,sim,549.0
94097,SP,não,748.0
94098,SP,sim,333.0
94099,SP,sim,601.0
94100,SP,não,780.0
94101,SP,não,788.0
94103,SP,não,1733.0
94104,SP,não,1244.0
94105,SP,sim,844.0
94106,SP,sim,2000.0
94109,SP,sim,583.0
94110,SP,não,788.0
94111,SP,sim,428.0
94112,SP,sim,500.0
94113,SP,sim,1000.0
94114,SP,não,325.0
94115,SP,sim,1000.0
94116,SP,não,1240.0
94117,SP,sim,1300.0
94118,SP,não,788.0
94119,SP,não,1348.0
94121,SP,não,445.0
94122,SP,não,429.0
94123,SP,sim,1107.0
94124,SP,não,2000.0
94125,SP,sim,1133.0
94126,SP,sim,375.0
94127,SP,sim,200.0
94128,SP,sim,3000.0
94132,SP,sim,4000.0
94133,SP,sim,600.0
94134,SP,sim,6500.0
94135,SP,sim,1300.0
94136,SP,sim,8750.0
94137,SP,sim,2000.0
94138,SP,sim,4000.0
94141,SP,sim,1894.0
94143,SP,sim,2644.0
94144,SP,sim,7900.0
94145,SP,sim,475.0
94146,SP,não,1250.0
94147,SP,sim,450.0
94148,SP,sim,1633.0
94149,SP,não,1200.0
94150,SP,sim,2500.0
94152,SP,sim,530.0
94153,SP,sim,1278.0
94154,SP,sim,6733.0
94156,SP,sim,1600.0
94157,SP,sim,4533.0
94158,SP,sim,4400.0
94160,SP,sim,140.0
94161,SP,não,1576.0
94162,SP,sim,340.0
94163,SP,não,695.0
94164,SP,sim,300.0
94165,SP,sim,1825.0
94166,SP,sim,1300.0
94167,SP,sim,1596.0
94168,SP,não,1000.0
94169,SP,sim,2233.0
94170,SP,sim,980.0
94172,SP,sim,994.0
94173,SP,sim,3750.0
94174,SP,sim,833.0
94175,SP,não,323.0
94176,SP,não,500.0
94177,SP,sim,744.0
94178,SP,não,320.0
94179,SP,não,1200.0
94180,SP,sim,466.0
94181,SP,sim,464.0
94182,SP,sim,4100.0
94183,SP,sim,3750.0
94184,SP,sim,750.0
94185,SP,não,1000.0
94186,SP,não,694.0
94187,SP,sim,440.0
94188,SP,sim,600.0
94189,SP,sim,1529.0
94190,SP,sim,1050.0
94191,SP,não,788.0
94192,SP,sim,750.0
94193,SP,não,2000.0
94194,SP,sim,816.0
94195,SP,não,525.0
94196,SP,não,794.0
94197,SP,sim,1666.0
94199,SP,sim,5688.0
94200,SP,não,662.0
94201,SP,não,884.0
94202,SP,não,0.0
94203,SP,não,832.0
94204,SP,sim,1162.0
94205,SP,sim,800.0
94206,SP,não,1576.0
94207,SP,não,1594.0
94208,SP,sim,675.0
94209,SP,sim,1325.0
94211,SP,sim,1200.0
94212,SP,sim,1000.0
94213,SP,sim,2725.0
94214,SP,sim,1166.0
94217,SP,sim,1050.0
94218,SP,sim,1080.0
94219,SP,sim,7275.0
94220,SP,sim,3000.0
94221,SP,sim,1375.0
94222,SP,sim,1933.0
94224,SP,sim,431.0
94225,SP,não,350.0
94226,SP,não,1600.0
94227,SP,sim,1396.0
94228,SP,sim,1920.0
94229,SP,não,616.0
94230,SP,sim,1933.0
94231,SP,sim,720.0
94232,SP,não,0.0
94233,SP,sim,1250.0
94234,SP,sim,56.0
94235,SP,sim,508.0
94236,SP,sim,1450.0
94237,SP,não,1100.0
94238,SP,não,1182.0
94239,SP,sim,1900.0
94240,SP,não,550.0
94241,SP,sim,1262.0
94242,SP,sim,1700.0
94243,SP,não,929.0
94244,SP,não,822.0
94245,SP,não,394.0
94246,SP,sim,394.0
94247,SP,não,490.0
94248,SP,sim,1537.0
94249,SP,não,637.0
94250,SP,sim,2366.0
94251,SP,não,224.0
94252,SP,não,700.0
94253,SP,não,666.0
94254,SP,sim,1722.0
94255,SP,não,733.0
94256,SP,sim,1233.0
94257,SP,não,1492.0
94259,SP,não,733.0
94260,SP,não,788.0
94261,SP,não,1530.0
94262,SP,não,1005.0
94263,SP,sim,2262.0
94264,SP,não,596.0
94265,SP,sim,1125.0
94266,SP,não,788.0
94267,SP,sim,1300.0
94268,SP,não,2144.0
94269,SP,não,1100.0
94270,SP,sim,1925.0
94271,SP,não,900.0
94272,SP,não,1294.0
94273,SP,sim,550.0
94274,SP,não,975.0
94275,SP,sim,216.0
94276,SP,não,1225.0
94277,SP,sim,6429.0
94278,SP,sim,736.0
94279,SP,não,1346.0
94280,SP,sim,2500.0
94281,SP,sim,3666.0
94282,SP,não,260.0
94283,SP,não,737.0
94284,SP,sim,204.0
94286,SP,não,433.0
94287,SP,sim,441.0
94288,SP,não,1100.0
94291,SP,sim,675.0
94292,SP,sim,397.0
94293,SP,não,300.0
94294,SP,sim,750.0
94295,SP,não,225.0
94296,SP,sim,1500.0
94299,SP,sim,4750.0
94300,SP,sim,4333.0
94301,SP,sim,2750.0
94302,SP,sim,7200.0
94304,SP,sim,8000.0
94305,SP,sim,2700.0
94306,SP,sim,1041.0
94307,SP,sim,3800.0
94308,SP,sim,2750.0
94309,SP,sim,2000.0
94310,SP,sim,3333.0
94311,SP,sim,4000.0
94312,SP,não,788.0
94313,SP,sim,1000.0
94314,SP,sim,1250.0
94315,SP,sim,4550.0
94318,SP,sim,1433.0
94320,SP,sim,1925.0
94321,SP,sim,275.0
94322,SP,não,1547.0
94323,SP,sim,2500.0
94324,SP,sim,2666.0
94326,SP,sim,1575.0
94327,SP,sim,3333.0
94328,SP,sim,1166.0
94329,SP,sim,1833.0
94330,SP,sim,695.0
94331,SP,sim,602.0
94332,SP,sim,500.0
94333,SP,sim,166.0
94335,SP,sim,8100.0
94336,SP,sim,5800.0
94338,SP,sim,24000.0
94339,SP,sim,6000.0
94340,SP,sim,12000.0
94341,SP,sim,22000.0
94343,SP,sim,3100.0
94344,SP,sim,5750.0
94345,SP,sim,9250.0
94346,SP,sim,7000.0
94347,SP,sim,4000.0
94348,SP,sim,5375.0
94349,SP,sim,2750.0
94351,SP,sim,4750.0
94354,SP,sim,3000.0
94355,SP,sim,3333.0
94357,SP,sim,7000.0
94358,SP,sim,10900.0
94359,SP,sim,17000.0
94360,SP,sim,3375.0
94366,SP,sim,6000.0
94375,SP,sim,22000.0
94381,SP,sim,14000.0
94383,SP,não,2675.0
94384,SP,não,4600.0
94385,SP,sim,9000.0
94390,SP,sim,262.0
94391,SP,sim,1125.0
94393,SP,sim,3333.0
94394,SP,sim,2000.0
94395,SP,sim,9666.0
94396,SP,sim,6966.0
94397,SP,sim,1600.0
94399,SP,sim,500.0
94400,SP,sim,3000.0
94401,SP,sim,650.0
94402,SP,sim,1500.0
94403,SP,sim,1217.0
94404,SP,sim,958.0
94405,SP,sim,1326.0
94406,SP,sim,675.0
94407,SP,sim,1260.0
94408,SP,sim,150.0
94409,SP,sim,900.0
94410,SP,sim,817.0
94411,SP,sim,1433.0
94412,SP,não,23.0
94413,SP,sim,1067.0
94414,SP,sim,597.0
94415,SP,não,0.0
94416,SP,sim,600.0
94417,SP,sim,500.0
94418,SP,sim,875.0
94419,SP,sim,479.0
94420,SP,sim,1166.0
94421,SP,não,1333.0
94422,SP,sim,1294.0
94424,SP,sim,68.0
94425,SP,sim,666.0
94426,SP,sim,296.0
94427,SP,não,666.0
94428,SP,sim,1048.0
94429,SP,não,1800.0
94430,SP,sim,2675.0
94431,SP,sim,550.0
94432,SP,sim,1187.0
94434,SP,não,1288.0
94435,SP,não,788.0
94436,SP,sim,766.0
94437,SP,sim,296.0
94438,SP,sim,466.0
94439,SP,não,160.0
94440,SP,não,1069.0
94441,SP,sim,600.0
94442,SP,não,394.0
94443,SP,sim,611.0
94444,SP,não,500.0
94446,SP,sim,756.0
94447,SP,não,788.0
94449,SP,sim,1100.0
94450,SP,sim,935.0
94451,SP,não,1500.0
94452,SP,não,4000.0
94454,SP,sim,3300.0
94455,SP,sim,1560.0
94457,SP,sim,994.0
94459,SP,não,1100.0
94460,SP,sim,2460.0
94462,SP,sim,666.0
94463,SP,não,1000.0
94465,SP,sim,1569.0
94466,SP,sim,516.0
94467,SP,não,76.0
94468,SP,sim,1692.0
94469,SP,sim,2533.0
94470,SP,sim,394.0
94471,SP,sim,1360.0
94472,SP,não,1200.0
94473,SP,não,4750.0
94474,SP,sim,582.0
94475,SP,não,1483.0
94476,SP,sim,2022.0
94477,SP,sim,3670.0
94478,SP,não,1056.0
94479,SP,sim,1896.0
94480,SP,não,400.0
94481,SP,não,35.0
94483,SP,não,994.0
94484,SP,não,888.0
94488,SP,não,825.0
94489,SP,não,825.0
94490,SP,sim,1000.0
94491,SP,sim,394.0
94493,SP,sim,833.0
94494,SP,sim,633.0
94495,SP,sim,625.0
94496,SP,sim,1500.0
94497,SP,não,333.0
94498,SP,não,833.0
94499,SP,não,366.0
94500,SP,sim,800.0
94501,SP,não,519.0
94502,SP,não,1200.0
94503,SP,não,557.0
