,UF,acesso_a_Internet,Renda_per_capita
88990,RJ,sim,833.0
88991,RJ,sim,9000.0
88992,RJ,sim,3333.0
88993,RJ,sim,1094.0
88995,RJ,não,3776.0
88996,RJ,não,466.0
88998,RJ,sim,6500.0
88999,RJ,sim,4100.0
89000,RJ,sim,2500.0
89001,RJ,sim,3000.0
89002,RJ,sim,5333.0
89003,RJ,sim,7000.0
89004,RJ,sim,6500.0
89005,RJ,sim,2300.0
89006,RJ,sim,3025.0
89008,RJ,não,2200.0
89009,RJ,sim,1066.0
89010,RJ,sim,4500.0
89011,RJ,não,700.0
89013,RJ,sim,2500.0
89014,RJ,sim,1750.0
89015,RJ,sim,1800.0
89016,RJ,sim,3750.0
89017,RJ,sim,1250.0
89022,RJ,sim,4666.0
89023,RJ,sim,2350.0
89024,RJ,sim,4750.0
89025,RJ,sim,8000.0
89029,RJ,sim,4000.0
89030,RJ,sim,1500.0
89031,RJ,sim,3125.0
89032,RJ,sim,4066.0
89034,RJ,não,800.0
89037,RJ,sim,2150.0
89038,RJ,sim,500.0
89039,RJ,sim,1750.0
89040,RJ,sim,750.0
89042,RJ,sim,780.0
89044,RJ,sim,3270.0
89045,RJ,sim,1000.0
89046,RJ,sim,3933.0
89047,RJ,não,900.0
89048,RJ,sim,508.0
89049,RJ,sim,523.0
89050,RJ,sim,779.0
89051,RJ,não,788.0
89052,RJ,não,1150.0
89054,RJ,sim,1180.0
89055,RJ,sim,500.0
89056,RJ,não,513.0
89057,RJ,sim,950.0
89058,RJ,sim,244.0
89060,RJ,sim,1000.0
89061,RJ,sim,514.0
89062,RJ,sim,157.0
89063,RJ,não,980.0
89064,RJ,sim,994.0
89065,RJ,sim,600.0
89066,RJ,sim,36.0
89067,RJ,não,300.0
89068,RJ,não,0.0
89069,RJ,não,300.0
89070,RJ,sim,435.0
89071,RJ,não,496.0
89072,RJ,sim,1100.0
89073,RJ,sim,875.0
89074,RJ,sim,1750.0
89075,RJ,sim,658.0
89076,RJ,sim,300.0
89077,RJ,sim,433.0
89078,RJ,sim,675.0
89079,RJ,sim,2125.0
89080,RJ,sim,1157.0
89081,RJ,não,3000.0
89082,RJ,sim,1533.0
89083,RJ,não,1950.0
89084,RJ,não,2325.0
89085,RJ,sim,760.0
89086,RJ,sim,1500.0
89087,RJ,sim,4075.0
89088,RJ,sim,1100.0
89089,RJ,não,3000.0
89090,RJ,não,1000.0
89091,RJ,sim,500.0
89092,RJ,sim,1650.0
89093,RJ,sim,1166.0
89094,RJ,sim,1826.0
89095,RJ,sim,575.0
89096,RJ,sim,1400.0
89097,RJ,sim,1300.0
89101,RJ,sim,1900.0
89102,RJ,sim,2300.0
89104,RJ,sim,1933.0
89106,RJ,sim,4000.0
89107,RJ,sim,15000.0
89108,RJ,sim,1500.0
89109,RJ,sim,2500.0
89110,RJ,sim,2750.0
89111,RJ,sim,1366.0
89112,RJ,não,1023.0
89113,RJ,sim,2725.0
89114,RJ,sim,806.0
89115,RJ,não,525.0
89116,RJ,não,297.0
89117,RJ,não,400.0
89118,RJ,sim,500.0
89119,RJ,não,0.0
89120,RJ,não,505.0
89121,RJ,sim,896.0
89122,RJ,sim,163.0
89124,RJ,sim,900.0
89125,RJ,não,1500.0
89126,RJ,não,1400.0
89127,RJ,sim,573.0
89129,RJ,sim,525.0
89130,RJ,sim,966.0
89131,RJ,sim,700.0
89132,RJ,sim,278.0
89133,RJ,sim,525.0
89134,RJ,sim,700.0
89135,RJ,sim,500.0
89136,RJ,não,1000.0
89137,RJ,não,1150.0
89138,RJ,sim,788.0
89139,RJ,sim,1576.0
89140,RJ,sim,1600.0
89141,RJ,sim,769.0
89143,RJ,sim,6025.0
89144,RJ,sim,2133.0
89145,RJ,sim,750.0
89148,RJ,sim,3000.0
89149,RJ,sim,16500.0
89151,RJ,sim,6615.0
89152,RJ,sim,5500.0
89153,RJ,sim,3333.0
89154,RJ,sim,2500.0
89155,RJ,sim,7666.0
89156,RJ,sim,2530.0
89157,RJ,sim,4200.0
89158,RJ,sim,10666.0
89159,RJ,sim,3100.0
89160,RJ,sim,480.0
89161,RJ,não,800.0
89162,RJ,sim,250.0
89163,RJ,sim,8000.0
89164,RJ,sim,6666.0
89165,RJ,sim,10250.0
89167,RJ,sim,4000.0
89168,RJ,sim,1100.0
89169,RJ,sim,7000.0
89170,RJ,sim,20500.0
89176,RJ,sim,4000.0
89177,RJ,sim,2735.0
89178,RJ,sim,3000.0
89179,RJ,sim,2500.0
89180,RJ,sim,2366.0
89182,RJ,sim,497.0
89183,RJ,sim,1075.0
89185,RJ,sim,1250.0
89187,RJ,sim,1000.0
89188,RJ,não,556.0
89189,RJ,não,809.0
89190,RJ,sim,531.0
89191,RJ,sim,350.0
89192,RJ,sim,373.0
89193,RJ,sim,2000.0
89194,RJ,sim,681.0
89196,RJ,não,750.0
89197,RJ,não,881.0
89198,RJ,sim,856.0
89199,RJ,não,450.0
89200,RJ,não,425.0
89201,RJ,não,2125.0
89202,RJ,sim,600.0
89204,RJ,não,263.0
89205,RJ,sim,400.0
89206,RJ,não,234.0
89207,RJ,não,287.0
89208,RJ,sim,600.0
89209,RJ,não,1300.0
89210,RJ,sim,1400.0
89211,RJ,não,1200.0
89212,RJ,não,600.0
89213,RJ,não,1500.0
89214,RJ,não,780.0
89215,RJ,não,1190.0
89216,RJ,não,1000.0
89217,RJ,sim,400.0
89218,RJ,sim,700.0
89219,RJ,não,764.0
89220,RJ,sim,395.0
89221,RJ,sim,2333.0
89222,RJ,sim,1592.0
89223,RJ,sim,4490.0
89224,RJ,não,7880.0
89225,RJ,sim,1298.0
89226,RJ,sim,7900.0
89227,RJ,sim,12500.0
89228,RJ,sim,8750.0
89229,RJ,sim,5255.0
89230,RJ,sim,10000.0
89231,RJ,sim,5000.0
89232,RJ,sim,3250.0
89233,RJ,sim,11500.0
89234,RJ,sim,3800.0
89235,RJ,sim,6000.0
89236,RJ,sim,5000.0
89237,RJ,sim,254.0
89239,RJ,sim,937.0
89240,RJ,não,1164.0
89241,RJ,sim,1050.0
89242,RJ,não,1100.0
89243,RJ,sim,350.0
89244,RJ,sim,550.0
89245,RJ,não,800.0
89246,RJ,sim,950.0
89247,RJ,não,425.0
89248,RJ,sim,265.0
89250,RJ,sim,666.0
89251,RJ,não,1250.0
89253,RJ,sim,1000.0
89256,RJ,não,3000.0
89257,RJ,sim,794.0
89258,RJ,não,1000.0
89259,RJ,não,1100.0
89260,RJ,sim,2000.0
89261,RJ,sim,1125.0
89262,RJ,sim,2550.0
89263,RJ,sim,875.0
89264,RJ,sim,660.0
89265,RJ,não,283.0
89266,RJ,não,1775.0
89267,RJ,não,789.0
89268,RJ,não,600.0
89269,RJ,não,788.0
89270,RJ,sim,1550.0
89271,RJ,sim,1333.0
89272,RJ,não,1025.0
89273,RJ,sim,875.0
89274,RJ,não,709.0
89275,RJ,não,788.0
89276,RJ,sim,2000.0
89277,RJ,sim,2700.0
89278,RJ,sim,2300.0
89279,RJ,sim,625.0
89280,RJ,sim,2000.0
89281,RJ,não,10000.0
89282,RJ,sim,2375.0
89283,RJ,não,788.0
89284,RJ,não,1400.0
89285,RJ,sim,4120.0
89286,RJ,não,2200.0
89287,RJ,sim,1154.0
89288,RJ,sim,1213.0
89289,RJ,sim,1125.0
89291,RJ,sim,394.0
89292,RJ,não,2250.0
89293,RJ,sim,733.0
89294,RJ,sim,462.0
89295,RJ,sim,860.0
89296,RJ,sim,694.0
89298,RJ,sim,892.0
89299,RJ,sim,800.0
89300,RJ,sim,869.0
89301,RJ,não,788.0
89302,RJ,sim,1970.0
89303,RJ,sim,1150.0
89304,RJ,não,965.0
89305,RJ,sim,203.0
89306,RJ,sim,1225.0
89307,RJ,sim,795.0
89308,RJ,sim,332.0
89309,RJ,sim,1000.0
89310,RJ,sim,477.0
89311,RJ,sim,662.0
89312,RJ,não,788.0
89313,RJ,não,651.0
89314,RJ,não,621.0
89315,RJ,não,161.0
89316,RJ,não,411.0
89317,RJ,não,223.0
89318,RJ,não,1576.0
89319,RJ,não,4100.0
89320,RJ,sim,925.0
89322,RJ,não,680.0
89324,RJ,sim,625.0
89326,RJ,sim,1087.0
89328,RJ,sim,1666.0
89330,RJ,sim,743.0
89331,RJ,não,758.0
89332,RJ,não,61.0
89333,RJ,sim,602.0
89334,RJ,não,1576.0
89335,RJ,não,1055.0
89336,RJ,sim,1060.0
89337,RJ,sim,604.0
89338,RJ,sim,3283.0
89340,RJ,sim,2090.0
89341,RJ,sim,2193.0
89343,RJ,sim,1862.0
89344,RJ,não,259.0
89345,RJ,sim,1576.0
89346,RJ,sim,400.0
89347,RJ,sim,3548.0
89348,RJ,sim,1729.0
89349,RJ,não,476.0
89351,RJ,não,525.0
89352,RJ,não,1028.0
89353,RJ,sim,240.0
89354,RJ,sim,497.0
89355,RJ,sim,1066.0
89356,RJ,sim,1000.0
89357,RJ,não,766.0
89358,RJ,sim,629.0
89359,RJ,sim,2000.0
89360,RJ,sim,1900.0
89361,RJ,sim,2200.0
89362,RJ,sim,400.0
89364,RJ,sim,500.0
89366,RJ,não,262.0
89367,RJ,sim,300.0
89368,RJ,não,260.0
89369,RJ,não,892.0
89370,RJ,não,788.0
89371,RJ,sim,1675.0
89372,RJ,sim,600.0
89373,RJ,não,629.0
89374,RJ,não,788.0
89375,RJ,sim,433.0
89376,RJ,não,517.0
89377,RJ,sim,750.0
89378,RJ,sim,217.0
89379,RJ,sim,666.0
89380,RJ,sim,225.0
89381,RJ,não,404.0
89382,RJ,não,825.0
89383,RJ,sim,762.0
89384,RJ,sim,1766.0
89385,RJ,sim,6000.0
89386,RJ,sim,3800.0
89387,RJ,sim,1100.0
89388,RJ,sim,400.0
89390,RJ,sim,1000.0
89391,RJ,sim,750.0
89392,RJ,não,800.0
89393,RJ,não,1100.0
89394,RJ,sim,596.0
89395,RJ,sim,2250.0
89396,RJ,sim,1429.0
89398,RJ,não,394.0
89399,RJ,não,1500.0
89400,RJ,sim,3750.0
89401,RJ,não,1066.0
89403,RJ,sim,394.0
89404,RJ,sim,2364.0
89405,RJ,sim,408.0
89406,RJ,sim,290.0
89407,RJ,não,400.0
89408,RJ,sim,1576.0
89409,RJ,sim,797.0
89410,RJ,sim,500.0
89412,RJ,sim,309.0
89413,RJ,sim,329.0
89415,RJ,sim,425.0
89416,RJ,sim,275.0
89417,RJ,não,788.0
89418,RJ,não,2200.0
89419,RJ,sim,566.0
89420,RJ,sim,1250.0
89421,RJ,sim,1000.0
89423,RJ,não,788.0
89424,RJ,não,788.0
89426,RJ,sim,400.0
89427,RJ,sim,900.0
89428,RJ,sim,2300.0
89429,RJ,sim,1000.0
89430,RJ,sim,4000.0
89431,RJ,não,1244.0
89433,RJ,não,3100.0
89434,RJ,sim,550.0
89435,RJ,sim,515.0
89437,RJ,não,2320.0
89438,RJ,sim,875.0
89439,RJ,não,317.0
89440,RJ,não,1975.0
89441,RJ,não,573.0
89444,RJ,sim,410.0
89445,RJ,sim,1346.0
89446,RJ,sim,591.0
89448,RJ,sim,1233.0
89449,RJ,não,1576.0
89450,RJ,sim,1666.0
89451,RJ,sim,1039.0
89452,RJ,sim,3500.0
89453,RJ,sim,150.0
89454,RJ,não,844.0
89456,RJ,sim,500.0
89457,RJ,sim,1427.0
89458,RJ,sim,1100.0
89459,RJ,não,975.0
89460,RJ,sim,1150.0
89461,RJ,sim,7250.0
89462,RJ,sim,975.0
89463,RJ,sim,666.0
89464,RJ,sim,1165.0
89465,RJ,sim,666.0
89466,RJ,sim,529.0
89467,RJ,sim,833.0
89468,RJ,não,2000.0
89469,RJ,sim,550.0
89470,RJ,sim,550.0
89471,RJ,sim,1916.0
89472,RJ,sim,1500.0
89473,RJ,não,800.0
89474,RJ,sim,1000.0
89475,RJ,não,1200.0
89476,RJ,sim,2133.0
89477,RJ,sim,788.0
89478,RJ,sim,1600.0
89479,RJ,sim,394.0
89480,RJ,sim,1394.0
89481,RJ,sim,750.0
89482,RJ,sim,2625.0
89484,RJ,sim,1400.0
89486,RJ,sim,858.0
89487,RJ,sim,2188.0
89488,RJ,não,394.0
89489,RJ,sim,265.0
89490,RJ,sim,1062.0
89491,RJ,não,1200.0
89492,RJ,sim,1194.0
89493,RJ,sim,2000.0
89494,RJ,não,625.0
89496,RJ,sim,250.0
89497,RJ,sim,2105.0
89499,RJ,não,800.0
89500,RJ,sim,2350.0
89501,RJ,não,1400.0
89502,RJ,sim,980.0
89503,RJ,sim,2000.0
89504,RJ,sim,360.0
89506,RJ,sim,762.0
89507,RJ,não,400.0
89508,RJ,não,216.0
89509,RJ,não,800.0
89510,RJ,não,300.0
89511,RJ,sim,833.0
89512,RJ,sim,872.0
89513,RJ,não,450.0
89515,RJ,não,333.0
89516,RJ,não,3540.0
89517,RJ,não,600.0
89518,RJ,sim,300.0
89519,RJ,não,450.0
89520,RJ,sim,825.0
89521,RJ,sim,992.0
89522,RJ,sim,1979.0
89523,RJ,não,788.0
89524,RJ,sim,400.0
89525,RJ,sim,612.0
89526,RJ,sim,979.0
89527,RJ,sim,451.0
89528,RJ,não,714.0
89529,RJ,não,1744.0
89530,RJ,não,2000.0
89532,RJ,sim,3600.0
89533,RJ,não,1191.0
89534,RJ,não,218.0
89535,RJ,sim,740.0
89536,RJ,não,684.0
89537,RJ,não,1100.0
89538,RJ,não,708.0
89539,RJ,sim,1433.0
89540,RJ,sim,5150.0
89541,RJ,sim,2000.0
89542,RJ,sim,950.0
89543,RJ,sim,1200.0
89544,RJ,não,1750.0
89545,RJ,sim,1500.0
89546,RJ,sim,3242.0
89547,RJ,sim,800.0
89548,RJ,sim,2650.0
89549,RJ,sim,2700.0
89550,RJ,sim,1350.0
89551,RJ,sim,850.0
89552,RJ,sim,1075.0
89553,RJ,sim,1550.0
89555,RJ,não,788.0
89556,RJ,não,1044.0
89557,RJ,sim,186.0
89558,RJ,sim,1866.0
89559,RJ,sim,480.0
89561,RJ,sim,500.0
89562,RJ,sim,1833.0
89563,RJ,não,500.0
89564,RJ,sim,240.0
89565,RJ,sim,325.0
89566,RJ,sim,825.0
89567,RJ,não,250.0
89568,RJ,não,819.0
89569,RJ,sim,750.0
89570,RJ,não,1500.0
89571,RJ,sim,394.0
89572,RJ,sim,2388.0
89573,RJ,não,972.0
89574,RJ,não,1100.0
89575,RJ,não,800.0
89576,RJ,não,1013.0
89577,RJ,sim,400.0
89578,RJ,sim,1650.0
89579,RJ,sim,1100.0
89581,RJ,sim,612.0
89582,RJ,sim,3040.0
89583,RJ,não,400.0
89585,RJ,não,440.0
89586,RJ,sim,650.0
89587,RJ,não,890.0
89588,RJ,sim,1194.0
89589,RJ,sim,525.0
89590,RJ,não,788.0
89591,RJ,sim,810.0
89593,RJ,não,925.0
89594,RJ,sim,1350.0
89595,RJ,sim,1407.0
89596,RJ,não,625.0
89597,RJ,sim,394.0
89598,RJ,não,460.0
89599,RJ,sim,894.0
89600,RJ,não,2000.0
89601,RJ,não,2600.0
89602,RJ,sim,920.0
89603,RJ,não,500.0
89605,RJ,sim,395.0
89606,RJ,sim,1233.0
89607,RJ,não,640.0
89608,RJ,não,670.0
89609,RJ,não,375.0
89610,RJ,sim,700.0
89611,RJ,não,1150.0
89612,RJ,sim,800.0
89613,RJ,sim,825.0
89614,RJ,sim,1703.0
89615,RJ,sim,3000.0
89616,RJ,não,1600.0
89617,RJ,sim,4000.0
89618,RJ,sim,3575.0
89620,RJ,não,600.0
89621,RJ,sim,783.0
89624,RJ,sim,1677.0
89625,RJ,não,1166.0
89626,RJ,sim,2200.0
89627,RJ,sim,1000.0
89628,RJ,sim,1929.0
89629,RJ,sim,225.0
89630,RJ,não,2000.0
89631,RJ,sim,804.0
89633,RJ,sim,1350.0
89634,RJ,sim,400.0
89635,RJ,sim,262.0
89636,RJ,sim,799.0
89637,RJ,sim,930.0
89638,RJ,sim,2295.0
89639,RJ,sim,300.0
89640,RJ,sim,1866.0
89641,RJ,não,533.0
89642,RJ,não,1050.0
89643,RJ,sim,1700.0
89644,RJ,sim,600.0
89645,RJ,não,788.0
89646,RJ,sim,680.0
89647,RJ,não,875.0
89648,RJ,não,1400.0
89649,RJ,sim,500.0
89650,RJ,sim,592.0
89651,RJ,sim,858.0
89652,RJ,sim,1333.0
89653,RJ,sim,400.0
89654,RJ,sim,3166.0
89655,RJ,sim,875.0
89656,RJ,sim,1000.0
89658,RJ,sim,1250.0
89659,RJ,não,1725.0
89660,RJ,sim,833.0
89661,RJ,não,1100.0
89662,RJ,sim,550.0
89663,RJ,sim,3121.0
89664,RJ,sim,700.0
89665,RJ,sim,2375.0
89667,RJ,não,920.0
89668,RJ,sim,933.0
89669,RJ,sim,250.0
89670,RJ,sim,298.0
89671,RJ,sim,11300.0
89672,RJ,sim,100.0
89673,RJ,não,788.0
89674,RJ,não,1500.0
89675,RJ,não,1000.0
89676,RJ,não,772.0
89677,RJ,sim,572.0
89678,RJ,sim,3333.0
89680,RJ,não,2800.0
89681,RJ,não,1100.0
89682,RJ,sim,3500.0
89683,RJ,sim,500.0
89684,RJ,sim,250.0
89685,RJ,não,966.0
89686,RJ,não,550.0
89687,RJ,não,1250.0
89688,RJ,sim,466.0
89689,RJ,não,1000.0
89690,RJ,sim,2800.0
89692,RJ,sim,408.0
89693,RJ,sim,700.0
89694,RJ,não,1000.0
89695,RJ,sim,1785.0
89696,RJ,não,478.0
89697,RJ,sim,825.0
89698,RJ,não,450.0
89699,RJ,sim,800.0
89700,RJ,sim,833.0
89701,RJ,não,900.0
89703,RJ,sim,719.0
89704,RJ,não,550.0
89705,RJ,não,266.0
89706,RJ,sim,365.0
89707,RJ,não,788.0
89708,RJ,sim,1458.0
89709,RJ,sim,1333.0
89710,RJ,sim,1300.0
89711,RJ,sim,167.0
89712,RJ,não,1144.0
89713,RJ,não,394.0
89714,RJ,sim,614.0
89715,RJ,sim,733.0
89716,RJ,sim,972.0
89717,RJ,sim,925.0
89718,RJ,não,437.0
89719,RJ,sim,344.0
89720,RJ,sim,985.0
89721,RJ,sim,478.0
89722,RJ,sim,316.0
89723,RJ,sim,262.0
89724,RJ,não,1306.0
89725,RJ,sim,353.0
89726,RJ,sim,316.0
89727,RJ,sim,316.0
89728,RJ,sim,525.0
89729,RJ,sim,1572.0
89730,RJ,não,844.0
89731,RJ,não,180.0
89732,RJ,não,171.0
89733,RJ,não,182.0
89734,RJ,não,142.0
89735,RJ,não,822.0
89736,RJ,sim,479.0
89737,RJ,não,452.0
89738,RJ,não,1500.0
89739,RJ,não,368.0
89740,RJ,não,161.0
89741,RJ,sim,590.0
89742,RJ,sim,436.0
89743,RJ,não,1183.0
89744,RJ,sim,706.0
89745,RJ,não,438.0
89746,RJ,não,425.0
89747,RJ,não,600.0
89748,RJ,sim,394.0
89749,RJ,sim,597.0
89750,RJ,sim,1373.0
89751,RJ,não,143.0
89753,RJ,não,325.0
89754,RJ,não,1444.0
89755,RJ,sim,1024.0
89756,RJ,não,2204.0
89757,RJ,não,242.0
89758,RJ,sim,800.0
89759,RJ,sim,630.0
89760,RJ,sim,1050.0
89761,RJ,sim,1335.0
89763,RJ,sim,1072.0
89764,RJ,sim,834.0
89765,RJ,sim,866.0
89767,RJ,sim,1081.0
89768,RJ,sim,966.0
89769,RJ,sim,1388.0
89770,RJ,não,262.0
89771,RJ,sim,7705.0
89772,RJ,sim,833.0
89773,RJ,sim,750.0
89774,RJ,sim,1833.0
89775,RJ,não,3000.0
89776,RJ,não,4000.0
89778,RJ,sim,5000.0
89779,RJ,não,500.0
89780,RJ,sim,1394.0
89781,RJ,sim,602.0
89782,RJ,não,600.0
89784,RJ,não,775.0
89785,RJ,não,750.0
89786,RJ,sim,1050.0
89787,RJ,não,2077.0
89788,RJ,sim,660.0
89789,RJ,não,759.0
89790,RJ,sim,606.0
89791,RJ,sim,532.0
89792,RJ,sim,3466.0
89793,RJ,não,788.0
89794,RJ,sim,2874.0
89796,RJ,não,788.0
89797,RJ,não,1166.0
89798,RJ,sim,933.0
89799,RJ,sim,188.0
89800,RJ,sim,1575.0
89801,RJ,sim,273.0
89803,RJ,sim,642.0
89805,RJ,sim,3200.0
89806,RJ,não,1522.0
89807,RJ,sim,8000.0
89808,RJ,sim,375.0
89809,RJ,sim,330.0
89810,RJ,sim,590.0
89811,RJ,sim,903.0
89812,RJ,sim,833.0
89813,RJ,sim,558.0
89814,RJ,sim,1133.0
89815,RJ,sim,587.0
89816,RJ,sim,0.0
89817,RJ,sim,4750.0
89818,RJ,sim,662.0
89819,RJ,sim,642.0
89820,RJ,sim,1039.0
89821,RJ,sim,2050.0
89822,RJ,sim,337.0
89823,RJ,sim,1037.0
89824,RJ,sim,1000.0
89825,RJ,sim,822.0
89826,RJ,não,600.0
89827,RJ,sim,1050.0
89828,RJ,não,789.0
89829,RJ,não,1596.0
89830,RJ,sim,283.0
89831,RJ,sim,650.0
89832,RJ,não,700.0
89833,RJ,sim,947.0
89834,RJ,sim,1200.0
89835,RJ,não,994.0
89836,RJ,sim,4200.0
89837,RJ,sim,1429.0
89838,RJ,não,1500.0
89840,RJ,não,3000.0
89842,RJ,sim,760.0
89843,RJ,sim,3300.0
89845,RJ,sim,631.0
89846,RJ,sim,2600.0
89847,RJ,sim,1897.0
89848,RJ,não,3245.0
89849,RJ,sim,1650.0
89850,RJ,não,400.0
89851,RJ,sim,286.0
89852,RJ,sim,715.0
89853,RJ,sim,968.0
89854,RJ,sim,600.0
89855,RJ,sim,5900.0
89856,RJ,sim,1020.0
89858,RJ,não,783.0
89859,RJ,não,994.0
89860,RJ,sim,916.0
89861,RJ,sim,831.0
89862,RJ,não,900.0
89863,RJ,não,1500.0
89864,RJ,não,1118.0
89865,RJ,não,394.0
89866,RJ,sim,820.0
89867,RJ,sim,240.0
89868,RJ,não,193.0
89869,RJ,não,394.0
89870,RJ,não,1600.0
89871,RJ,não,763.0
89872,RJ,não,788.0
89873,RJ,não,1576.0
89874,RJ,sim,1500.0
89875,RJ,sim,520.0
89876,RJ,sim,1589.0
89877,RJ,sim,1273.0
89878,RJ,sim,591.0
89879,RJ,sim,600.0
89880,RJ,sim,783.0
89881,RJ,não,1229.0
89882,RJ,sim,1250.0
89883,RJ,sim,1539.0
89884,RJ,não,2200.0
89885,RJ,sim,1629.0
89886,RJ,sim,3200.0
89887,RJ,sim,650.0
89888,RJ,não,1144.0
89889,RJ,sim,625.0
89890,RJ,sim,1666.0
89891,RJ,sim,836.0
89892,RJ,não,1083.0
89893,RJ,sim,712.0
89894,RJ,sim,963.0
89895,RJ,sim,873.0
89896,RJ,sim,777.0
89897,RJ,não,700.0
89898,RJ,não,500.0
89899,RJ,sim,394.0
89900,RJ,sim,1000.0
89901,RJ,não,180.0
89902,RJ,sim,1075.0
89903,RJ,não,894.0
89904,RJ,não,800.0
89905,RJ,não,500.0
89906,RJ,não,945.0
89907,RJ,não,1300.0
89909,RJ,sim,433.0
89910,RJ,sim,2310.0
89911,RJ,não,767.0
89912,RJ,sim,600.0
89913,RJ,não,2905.0
89914,RJ,não,545.0
89915,RJ,sim,900.0
89916,RJ,sim,460.0
89917,RJ,não,535.0
89918,RJ,não,232.0
89919,RJ,sim,435.0
89920,RJ,sim,375.0
89921,RJ,não,333.0
89922,RJ,não,1147.0
89923,RJ,não,40.0
89924,RJ,sim,400.0
89925,RJ,não,562.0
89926,RJ,não,400.0
89927,RJ,sim,975.0
89928,RJ,sim,1962.0
89929,RJ,sim,431.0
89930,RJ,não,589.0
89931,RJ,sim,500.0
89932,RJ,não,2050.0
89933,RJ,sim,480.0
89934,RJ,sim,422.0
89935,RJ,sim,1192.0
89936,RJ,sim,676.0
89937,RJ,sim,1182.0
89938,RJ,sim,316.0
89939,RJ,sim,505.0
89940,RJ,sim,1141.0
89941,RJ,não,712.0
89943,RJ,sim,467.0
89944,RJ,sim,800.0
89945,RJ,sim,780.0
89946,RJ,sim,1342.0
89947,RJ,sim,1500.0
89948,RJ,sim,2500.0
89949,RJ,sim,894.0
89950,RJ,sim,925.0
89951,RJ,não,870.0
89952,RJ,sim,525.0
89953,RJ,sim,468.0
89954,RJ,sim,277.0
89955,RJ,sim,5450.0
89956,RJ,sim,1900.0
89957,RJ,sim,1310.0
89959,RJ,sim,2000.0
89960,RJ,sim,1250.0
89961,RJ,sim,408.0
89962,RJ,não,230.0
89963,RJ,sim,566.0
89964,RJ,sim,662.0
89965,RJ,sim,3000.0
89966,RJ,sim,550.0
89967,RJ,sim,1083.0
89968,RJ,sim,1166.0
89970,RJ,sim,840.0
89971,RJ,sim,471.0
89972,RJ,sim,1617.0
89973,RJ,sim,51.0
89974,RJ,não,630.0
89976,RJ,sim,441.0
89977,RJ,sim,625.0
89978,RJ,sim,780.0
89979,RJ,sim,788.0
89980,RJ,não,475.0
89982,RJ,sim,666.0
89983,RJ,não,1000.0
89984,RJ,sim,733.0
89985,RJ,sim,1266.0
89986,RJ,sim,1550.0
89987,RJ,sim,450.0
89988,RJ,sim,1337.0
89989,RJ,sim,2450.0
89990,RJ,sim,900.0
89991,RJ,sim,1566.0
89992,RJ,sim,729.0
89993,RJ,sim,300.0
89994,RJ,sim,1150.0
89995,RJ,sim,1283.0
89996,RJ,sim,177.0
89998,RJ,sim,168.0
89999,RJ,sim,894.0
90000,RJ,não,1500.0
90001,RJ,não,788.0
90002,RJ,sim,850.0
90003,RJ,sim,1303.0
90004,RJ,sim,808.0
90006,RJ,sim,795.0
90008,RJ,não,537.0
90009,RJ,não,574.0
90010,RJ,não,500.0
90011,RJ,não,356.0
90013,RJ,não,731.0
90014,RJ,sim,250.0
90015,RJ,sim,2194.0
90016,RJ,não,582.0
90017,RJ,não,1220.0
90018,RJ,sim,1000.0
90019,RJ,não,815.0
90020,RJ,não,1075.0
90021,RJ,não,994.0
90022,RJ,sim,1950.0
90023,RJ,não,1000.0
90024,RJ,não,1182.0
90025,RJ,não,2408.0
90026,RJ,não,780.0
90027,RJ,não,262.0
90028,RJ,não,1231.0
90029,RJ,sim,488.0
90030,RJ,sim,300.0
90031,RJ,sim,292.0
90032,RJ,sim,1257.0
90033,RJ,sim,1166.0
90034,RJ,sim,1000.0
90035,RJ,não,385.0
90036,RJ,sim,325.0
90037,RJ,não,2100.0
90038,RJ,sim,717.0
90039,RJ,não,1576.0
90040,RJ,não,333.0
90041,RJ,sim,450.0
90042,RJ,sim,1033.0
90043,RJ,sim,762.0
90044,RJ,sim,1904.0
90045,RJ,não,990.0
90046,RJ,sim,1169.0
90048,RJ,não,2500.0
90049,RJ,sim,650.0
90050,RJ,sim,533.0
90051,RJ,não,1405.0
90052,RJ,sim,4200.0
90053,RJ,sim,2350.0
90054,RJ,não,1053.0
90055,RJ,sim,842.0
90056,RJ,sim,394.0
90057,RJ,sim,1666.0
90058,RJ,sim,400.0
90059,RJ,sim,1666.0
90060,RJ,sim,925.0
90061,RJ,sim,500.0
90062,RJ,sim,484.0
90063,RJ,não,394.0
90064,RJ,não,394.0
90065,RJ,não,1088.0
90066,RJ,não,788.0
90067,RJ,sim,485.0
90068,RJ,sim,250.0
90069,RJ,sim,1066.0
90070,RJ,sim,1425.0
90071,RJ,sim,434.0
90072,RJ,sim,1650.0
90073,RJ,sim,1050.0
90074,RJ,sim,500.0
90075,RJ,não,544.0
90077,RJ,sim,1200.0
90081,RJ,sim,820.0
90082,RJ,sim,994.0
90083,RJ,sim,1075.0
90084,RJ,não,394.0
90085,RJ,sim,850.0
90086,RJ,sim,1195.0
90087,RJ,sim,850.0
90089,RJ,não,850.0
90090,RJ,não,310.0
90091,RJ,não,475.0
90092,RJ,sim,275.0
90093,RJ,sim,267.0
90094,RJ,não,333.0
90095,RJ,não,274.0
90096,RJ,sim,316.0
90097,RJ,sim,734.0
90098,RJ,não,1000.0
90099,RJ,sim,700.0
