,UF,acesso_a_Internet,Renda_per_capita
99042,SP,sim,910.0
99044,SP,sim,1387.0
99045,SP,não,2000.0
99046,SP,não,724.0
99047,SP,sim,734.0
99048,SP,não,1802.0
99049,SP,sim,1166.0
99050,SP,não,880.0
99051,SP,sim,1300.0
99052,SP,sim,483.0
99053,SP,sim,466.0
99054,SP,sim,190.0
99055,SP,sim,2000.0
99057,SP,sim,675.0
99058,SP,sim,1080.0
99059,SP,não,862.0
99060,SP,sim,1638.0
99061,SP,sim,0.0
99062,SP,sim,1000.0
99064,SP,sim,3750.0
99065,SP,sim,905.0
99068,SP,não,1175.0
99069,SP,sim,4933.0
99070,SP,sim,1000.0
99071,SP,sim,3120.0
99073,SP,não,1333.0
99074,SP,sim,710.0
99075,SP,não,1550.0
99076,SP,sim,1750.0
99077,SP,sim,850.0
99078,SP,sim,1050.0
99079,SP,não,650.0
99081,SP,sim,1066.0
99083,SP,não,800.0
99084,SP,sim,750.0
99085,SP,não,600.0
99086,SP,não,541.0
99087,SP,não,2450.0
99088,SP,sim,7200.0
99092,SP,não,4024.0
99093,SP,sim,1296.0
99094,SP,sim,3833.0
99095,SP,não,1050.0
99096,SP,sim,650.0
99097,SP,sim,6550.0
99098,SP,sim,862.0
99099,SP,não,362.0
99100,SP,sim,825.0
99101,SP,sim,845.0
99102,SP,sim,1130.0
99103,SP,não,500.0
99104,SP,sim,833.0
99105,SP,não,1250.0
99106,SP,sim,975.0
99107,SP,sim,541.0
99108,SP,sim,625.0
99109,SP,sim,241.0
99110,SP,sim,1200.0
99111,SP,sim,500.0
99112,SP,não,1000.0
99113,SP,não,880.0
99114,SP,sim,2500.0
99117,SP,não,1075.0
99118,SP,não,1200.0
99119,SP,sim,514.0
99120,SP,sim,836.0
99121,SP,sim,133.0
99122,SP,não,801.0
99123,SP,não,850.0
99124,SP,sim,1050.0
99126,SP,não,1552.0
99127,SP,sim,746.0
99128,SP,não,433.0
99129,SP,não,977.0
99130,SP,sim,1100.0
99131,SP,sim,1525.0
99132,SP,não,700.0
99133,SP,não,500.0
99134,SP,não,2000.0
99135,SP,não,450.0
99136,SP,sim,2133.0
99137,SP,sim,283.0
99139,SP,sim,1860.0
99140,SP,sim,1970.0
99141,SP,não,557.0
99142,SP,não,566.0
99143,SP,sim,2033.0
99144,SP,sim,1233.0
99145,SP,sim,1166.0
99146,SP,sim,700.0
99147,SP,sim,237.0
99148,SP,sim,1900.0
99149,SP,sim,733.0
99150,SP,sim,18000.0
99151,SP,sim,2320.0
99152,SP,sim,1100.0
99153,SP,sim,0.0
99154,SP,sim,420.0
99155,SP,sim,1037.0
99156,SP,sim,650.0
99157,SP,sim,496.0
99158,SP,sim,1416.0
99159,SP,sim,325.0
99160,SP,sim,1112.0
99161,SP,sim,1480.0
99162,SP,não,899.0
99163,SP,sim,500.0
99165,SP,sim,1300.0
99167,SP,sim,1106.0
99169,SP,sim,350.0
99170,SP,não,104.0
99171,SP,não,517.0
99172,SP,sim,1368.0
99173,SP,sim,400.0
99174,SP,não,383.0
99175,SP,sim,475.0
99176,SP,sim,550.0
99177,SP,sim,1050.0
99178,SP,sim,625.0
99179,SP,não,750.0
99180,SP,não,724.0
99181,SP,não,36.0
99183,SP,não,724.0
99186,SP,não,420.0
99187,SP,não,724.0
99189,SP,sim,632.0
99190,SP,sim,4800.0
99191,SP,não,1892.0
99192,SP,não,724.0
99195,SP,sim,331.0
99196,SP,não,724.0
99197,SP,sim,333.0
99199,SP,sim,775.0
99202,SP,não,724.0
99203,SP,não,77.0
99204,SP,não,1375.0
99209,SP,não,933.0
99211,SP,sim,950.0
99212,SP,sim,1720.0
99216,SP,sim,3166.0
99222,SP,não,1400.0
99223,SP,não,1112.0
99224,SP,não,2300.0
99229,SP,sim,2000.0
99235,SP,não,833.0
99238,SP,não,1626.0
99239,SP,não,724.0
99240,SP,não,700.0
99247,SP,sim,550.0
99250,SP,não,272.0
99251,SP,não,604.0
99252,SP,não,2500.0
99253,SP,sim,675.0
99257,SP,sim,556.0
99258,SP,não,1441.0
99259,SP,não,1070.0
99260,SP,sim,1275.0
99261,SP,sim,576.0
99264,SP,sim,1775.0
99265,SP,sim,2004.0
99266,SP,não,466.0
99269,SP,não,1448.0
99272,SP,sim,1053.0
99273,SP,sim,750.0
99274,SP,sim,770.0
99276,SP,não,750.0
99277,SP,sim,1114.0
99278,SP,não,99.0
99279,SP,sim,170.0
99280,SP,não,843.0
99281,SP,sim,1941.0
99282,SP,não,1266.0
99283,SP,sim,2500.0
99284,SP,sim,550.0
99285,SP,não,725.0
99286,SP,sim,700.0
99287,SP,sim,583.0
99288,SP,sim,425.0
99289,SP,sim,1375.0
99290,SP,sim,1633.0
99291,SP,sim,1400.0
99293,SP,não,724.0
99294,SP,sim,1250.0
99295,SP,sim,559.0
99296,SP,sim,1450.0
99297,SP,sim,900.0
99298,SP,não,181.0
99299,SP,sim,827.0
99300,SP,não,1000.0
99301,SP,sim,750.0
99302,SP,não,1450.0
99303,SP,sim,400.0
99304,SP,sim,1333.0
99305,SP,não,1250.0
99306,SP,sim,816.0
99307,SP,não,587.0
99308,SP,sim,708.0
99309,SP,não,0.0
99310,SP,sim,1333.0
99311,SP,não,300.0
99312,SP,sim,670.0
99313,SP,sim,1200.0
99314,SP,sim,250.0
99315,SP,sim,1600.0
99316,SP,sim,1000.0
99317,SP,sim,949.0
99318,SP,sim,1200.0
99319,SP,sim,1166.0
99320,SP,sim,600.0
99321,SP,não,400.0
99322,SP,sim,550.0
99323,SP,não,725.0
99324,SP,sim,1650.0
99325,SP,sim,0.0
99326,SP,sim,2533.0
99327,SP,sim,1666.0
99329,SP,sim,250.0
99330,SP,não,725.0
99331,SP,sim,398.0
99332,SP,sim,2333.0
99333,SP,sim,1650.0
99334,SP,sim,2166.0
99335,SP,sim,750.0
99337,SP,sim,550.0
99338,SP,sim,5078.0
99339,SP,sim,937.0
99341,SP,sim,2100.0
99342,SP,não,725.0
99346,SP,não,600.0
99357,SP,sim,3000.0
99360,SP,sim,6500.0
99361,SP,sim,762.0
99362,SP,não,1000.0
99363,SP,sim,1125.0
99364,SP,não,2225.0
99365,SP,sim,725.0
99366,SP,sim,1400.0
99367,SP,sim,2425.0
99368,SP,sim,0.0
99369,SP,não,450.0
99370,SP,não,724.0
99371,SP,não,1900.0
99372,SP,sim,4233.0
99373,SP,sim,516.0
99375,SP,sim,1008.0
99376,SP,sim,557.0
99377,SP,sim,1212.0
99378,SP,sim,387.0
99379,SP,não,736.0
99380,SP,sim,750.0
99381,SP,não,933.0
99382,SP,não,950.0
99383,SP,sim,849.0
99384,SP,sim,1578.0
99385,SP,sim,700.0
99386,SP,sim,511.0
99387,SP,sim,789.0
99389,SP,não,595.0
99390,SP,sim,405.0
99391,SP,não,1250.0
99392,SP,sim,750.0
99393,SP,sim,283.0
99394,SP,sim,1200.0
99395,SP,sim,504.0
99396,SP,não,724.0
99397,SP,sim,1824.0
99398,SP,sim,1200.0
99400,SP,sim,500.0
99401,SP,sim,800.0
99404,SP,não,466.0
99405,SP,sim,184.0
99407,SP,sim,500.0
99408,SP,não,1362.0
99410,SP,não,1070.0
99411,SP,não,2200.0
99412,SP,sim,841.0
99414,SP,sim,1400.0
99415,SP,não,1500.0
99416,SP,sim,987.0
99417,SP,sim,866.0
99418,SP,sim,1800.0
99419,SP,sim,724.0
99420,SP,não,366.0
99421,SP,sim,836.0
99423,SP,não,1100.0
99424,SP,não,1450.0
99425,SP,sim,1683.0
99427,SP,sim,4200.0
99428,SP,sim,1625.0
99429,SP,sim,544.0
99430,SP,sim,3000.0
99435,SP,não,1142.0
99437,SP,sim,1450.0
99441,SP,sim,740.0
99443,SP,sim,1450.0
99444,SP,sim,1571.0
99446,SP,sim,3391.0
99447,SP,sim,3500.0
99449,SP,sim,3750.0
99450,SP,sim,1500.0
99451,SP,sim,4650.0
99453,SP,não,241.0
99454,SP,sim,2220.0
99461,SP,sim,1166.0
99462,SP,sim,1500.0
99463,SP,sim,6666.0
99466,SP,sim,3000.0
99467,SP,não,1500.0
99468,SP,não,2000.0
99469,SP,sim,560.0
99471,SP,não,724.0
99475,SP,sim,1500.0
99476,SP,sim,494.0
99477,SP,sim,1833.0
99478,SP,sim,1620.0
99479,SP,sim,1075.0
99480,SP,sim,360.0
99481,SP,sim,877.0
99482,SP,sim,482.0
99483,SP,sim,1000.0
99485,SP,sim,363.0
99486,SP,sim,131.0
99488,SP,sim,2000.0
99489,SP,sim,0.0
99490,SP,não,620.0
99491,SP,não,450.0
99492,SP,sim,1133.0
99493,SP,não,300.0
99494,SP,sim,1262.0
99497,SP,sim,500.0
99498,SP,sim,333.0
99499,SP,sim,953.0
99500,SP,não,1000.0
99507,SP,não,540.0
99508,SP,sim,800.0
99510,SP,não,600.0
99511,SP,sim,850.0
99512,SP,não,900.0
99513,SP,sim,527.0
99517,SP,não,785.0
99518,SP,sim,683.0
99519,SP,sim,3333.0
99522,SP,sim,787.0
99524,SP,sim,5000.0
99526,SP,sim,371.0
99527,SP,sim,1950.0
99528,SP,não,1900.0
99530,SP,sim,2250.0
99531,SP,sim,1000.0
99532,SP,sim,3000.0
99533,SP,sim,1666.0
99534,SP,sim,833.0
99536,SP,não,743.0
99537,SP,sim,833.0
99538,SP,sim,4700.0
99539,SP,não,1000.0
99540,SP,sim,700.0
99541,SP,sim,5500.0
99542,SP,sim,4375.0
99543,SP,sim,2075.0
99545,SP,sim,1432.0
99546,SP,sim,2000.0
99547,SP,sim,2133.0
99548,SP,sim,700.0
99549,SP,não,2000.0
99550,SP,sim,5000.0
99551,SP,sim,1566.0
99553,SP,não,3140.0
99554,SP,sim,1266.0
99556,SP,sim,775.0
99557,SP,sim,900.0
99559,SP,sim,541.0
99560,SP,sim,375.0
99561,SP,não,387.0
99562,SP,não,3160.0
99563,SP,não,1448.0
99564,SP,não,724.0
99565,SP,sim,466.0
99567,SP,sim,3600.0
99568,SP,não,400.0
99569,SP,sim,308.0
99570,SP,não,411.0
99571,SP,sim,1200.0
99576,SP,não,933.0
99582,SP,sim,925.0
99583,SP,não,500.0
99585,SP,sim,1000.0
99586,SP,não,1200.0
99588,SP,sim,1256.0
99590,SP,não,650.0
99596,SP,não,220.0
99599,SP,não,212.0
99600,SP,não,724.0
99602,SP,sim,1625.0
99603,SP,não,487.0
99604,SP,não,724.0
99606,SP,sim,583.0
99607,SP,não,504.0
99608,SP,sim,1487.0
99609,SP,sim,880.0
99610,SP,sim,831.0
99611,SP,sim,1420.0
99612,SP,sim,1800.0
99613,SP,não,266.0
99614,SP,sim,2400.0
99616,SP,não,724.0
99618,SP,sim,934.0
99619,SP,sim,2300.0
99620,SP,sim,687.0
99621,SP,sim,983.0
99622,SP,sim,774.0
99623,SP,sim,1266.0
99624,SP,não,1000.0
99625,SP,não,1974.0
99626,SP,sim,1500.0
99629,SP,sim,2300.0
99630,SP,sim,3200.0
99631,SP,sim,2750.0
99632,SP,não,1448.0
99633,SP,não,1448.0
99635,SP,sim,1350.0
99636,SP,não,989.0
99637,SP,sim,672.0
99638,SP,sim,780.0
99639,SP,não,998.0
99640,SP,sim,1496.0
99641,SP,sim,635.0
99642,SP,sim,166.0
99643,SP,sim,908.0
99645,SP,sim,1150.0
99647,SP,sim,1512.0
99648,SP,não,1000.0
99649,SP,não,1362.0
99650,SP,sim,1806.0
99651,SP,não,2793.0
99652,SP,sim,1368.0
99653,SP,não,1049.0
99654,SP,não,724.0
99655,SP,sim,858.0
99657,SP,sim,486.0
99658,SP,não,544.0
99659,SP,sim,830.0
99660,SP,sim,610.0
99661,SP,não,724.0
99663,SP,não,647.0
99664,SP,não,724.0
99665,SP,sim,280.0
99666,SP,sim,600.0
99668,SP,não,862.0
99669,SP,sim,2850.0
99670,SP,sim,1278.0
99671,SP,não,410.0
99672,SP,sim,830.0
99673,SP,sim,1550.0
99674,SP,sim,300.0
99675,SP,não,362.0
99676,SP,sim,866.0
99677,SP,sim,785.0
99678,SP,não,1666.0
99681,SP,não,187.0
99682,SP,sim,2733.0
99685,SP,sim,6580.0
99686,SP,sim,1500.0
99687,SP,sim,700.0
99688,SP,sim,3500.0
99690,SP,sim,2000.0
99692,SP,sim,11500.0
99695,SP,não,2050.0
99696,SP,sim,2150.0
99700,SP,não,1562.0
99701,SP,sim,1433.0
99702,SP,sim,954.0
99703,SP,não,2033.0
99704,SP,sim,2500.0
99705,SP,sim,1082.0
99706,SP,não,1780.0
99707,SP,sim,1850.0
99708,SP,sim,724.0
99709,SP,não,600.0
99710,SP,não,1444.0
99711,SP,não,866.0
99712,SP,sim,1000.0
99713,SP,sim,2150.0
99714,SP,não,812.0
99715,SP,não,400.0
99716,SP,sim,500.0
99717,SP,não,900.0
99718,SP,não,850.0
99719,SP,não,724.0
99720,SP,sim,1300.0
99721,SP,sim,1000.0
99722,SP,não,340.0
99723,SP,não,500.0
99724,SP,não,908.0
99725,SP,sim,640.0
99726,SP,sim,2066.0
99727,SP,sim,683.0
99728,SP,não,650.0
99729,SP,sim,726.0
99730,SP,não,637.0
99731,SP,sim,1666.0
99732,SP,sim,2000.0
99733,SP,não,2200.0
99734,SP,não,508.0
99735,SP,não,1550.0
99736,SP,sim,516.0
99737,SP,sim,566.0
99738,SP,não,533.0
99739,SP,sim,666.0
99740,SP,sim,1166.0
99741,SP,sim,762.0
99742,SP,sim,687.0
99744,SP,sim,525.0
99745,SP,não,250.0
99746,SP,não,800.0
99747,SP,não,800.0
99748,SP,sim,650.0
99749,SP,sim,1000.0
99750,SP,não,62.0
99751,SP,sim,360.0
99753,SP,não,1350.0
99754,SP,sim,1550.0
99755,SP,sim,240.0
99756,SP,sim,600.0
99757,SP,sim,2800.0
99758,SP,sim,716.0
99759,SP,sim,2750.0
99760,SP,sim,600.0
99761,SP,sim,192.0
99762,SP,não,300.0
99763,SP,sim,1050.0
99764,SP,sim,1295.0
99765,SP,não,125.0
99766,SP,não,2000.0
99767,SP,sim,447.0
99768,SP,não,1200.0
99769,SP,não,962.0
99770,SP,sim,520.0
99775,SP,não,362.0
99776,SP,não,616.0
99777,SP,sim,1666.0
99778,SP,sim,500.0
99779,SP,não,1500.0
99780,SP,sim,540.0
99781,SP,sim,466.0
99782,SP,sim,2700.0
99783,SP,não,1924.0
99784,SP,não,1600.0
99785,SP,não,375.0
99786,SP,sim,1400.0
99787,SP,sim,900.0
99788,SP,não,812.0
99791,SP,não,2833.0
99793,SP,sim,2587.0
99794,SP,sim,1250.0
99796,SP,sim,2356.0
99797,SP,sim,1408.0
99798,SP,sim,2336.0
99799,SP,sim,2725.0
99801,SP,sim,1500.0
99802,SP,sim,2250.0
99803,SP,sim,500.0
99804,SP,sim,1284.0
99806,SP,sim,2500.0
99807,SP,não,950.0
99808,SP,não,1119.0
99809,SP,não,1448.0
99810,SP,não,1124.0
99811,SP,sim,1122.0
99812,SP,sim,5587.0
99813,SP,sim,900.0
99814,SP,sim,1625.0
99815,SP,sim,530.0
99816,SP,sim,1040.0
99817,SP,sim,1600.0
99818,SP,sim,531.0
99819,SP,não,1448.0
99820,SP,sim,1900.0
99821,SP,sim,724.0
99822,SP,sim,3100.0
99823,SP,não,387.0
99824,SP,sim,1200.0
99825,SP,sim,1915.0
99826,SP,não,574.0
99827,SP,não,762.0
99828,SP,sim,768.0
99829,SP,sim,860.0
99830,SP,sim,768.0
99831,SP,sim,1500.0
99832,SP,sim,2000.0
99833,SP,sim,5000.0
99834,SP,sim,2095.0
99835,SP,sim,2400.0
99836,SP,não,724.0
99837,SP,não,469.0
99838,SP,sim,1220.0
99839,SP,não,85.0
99841,SP,sim,2000.0
99842,SP,sim,1520.0
99843,SP,sim,733.0
99845,SP,sim,550.0
99846,SP,não,700.0
99847,SP,sim,541.0
99848,SP,não,0.0
99849,SP,sim,482.0
99850,SP,sim,400.0
99851,SP,não,1300.0
99852,SP,sim,497.0
99853,SP,não,975.0
99854,SP,não,724.0
99855,SP,sim,2466.0
99857,SP,não,797.0
99858,SP,não,0.0
99859,SP,sim,2000.0
99860,SP,não,823.0
99861,SP,sim,675.0
99863,SP,sim,1350.0
99864,SP,sim,600.0
99865,SP,sim,564.0
99866,SP,não,335.0
99867,SP,sim,1300.0
99868,SP,sim,1537.0
99869,SP,não,1424.0
99870,SP,não,1112.0
99872,SP,sim,483.0
99873,SP,sim,625.0
99874,SP,não,1024.0
99875,SP,sim,1200.0
99876,SP,não,141.0
99877,SP,não,1500.0
99878,SP,sim,1633.0
99879,SP,sim,1385.0
99880,SP,não,600.0
99881,SP,sim,1500.0
99882,SP,sim,1320.0
99884,SP,sim,550.0
99885,SP,sim,241.0
99887,SP,sim,1433.0
99888,SP,sim,733.0
99889,SP,não,1800.0
99890,SP,sim,1000.0
99891,SP,sim,0.0
99892,SP,não,4300.0
99893,SP,não,240.0
99894,SP,sim,938.0
99895,SP,não,480.0
99896,SP,sim,720.0
99897,SP,sim,750.0
99898,SP,sim,620.0
99899,SP,sim,189.0
99900,SP,sim,640.0
99901,SP,não,726.0
99902,SP,não,2066.0
99903,SP,sim,800.0
99904,SP,não,275.0
99905,SP,não,362.0
99907,SP,sim,200.0
99908,SP,sim,1675.0
99909,SP,sim,750.0
99910,SP,sim,1266.0
99911,SP,sim,933.0
99912,SP,sim,725.0
99914,SP,sim,550.0
99915,SP,sim,1000.0
99916,SP,sim,962.0
99917,SP,sim,583.0
99918,SP,sim,1100.0
99919,SP,não,0.0
99920,SP,não,1440.0
99921,SP,não,200.0
99922,SP,não,720.0
99923,SP,sim,557.0
99924,SP,sim,540.0
99925,SP,não,735.0
99926,SP,não,242.0
99927,SP,não,700.0
99928,SP,não,862.0
99929,SP,não,641.0
99930,SP,sim,1200.0
99931,SP,não,799.0
99932,SP,não,724.0
99933,SP,não,900.0
99934,SP,não,2500.0
99935,SP,sim,174.0
99936,SP,não,1000.0
99937,SP,não,514.0
99938,SP,sim,3000.0
99939,SP,não,720.0
99940,SP,não,128.0
99942,SP,sim,5000.0
99945,SP,sim,3000.0
99947,SP,sim,8000.0
99948,SP,sim,15000.0
99949,SP,sim,2450.0
99952,SP,sim,5500.0
99953,SP,sim,1241.0
99954,SP,sim,2179.0
99955,SP,sim,4000.0
99956,SP,sim,4501.0
99958,SP,sim,22500.0
99960,SP,sim,1433.0
99961,SP,sim,2140.0
99962,SP,sim,1408.0
99963,SP,não,724.0
99964,SP,sim,2225.0
99966,SP,sim,2500.0
99967,SP,não,2224.0
99969,SP,sim,1050.0
99970,SP,não,362.0
99971,SP,sim,1000.0
99973,SP,sim,925.0
99974,SP,sim,478.0
99975,SP,sim,733.0
99978,SP,sim,940.0
99979,SP,sim,2333.0
99980,SP,sim,1395.0
99981,SP,não,1050.0
99982,SP,não,1448.0
99983,SP,não,724.0
99984,SP,sim,953.0
99985,SP,não,1840.0
99986,SP,sim,716.0
99987,SP,sim,750.0
99988,SP,sim,1474.0
99989,SP,sim,1666.0
99990,SP,sim,1237.0
99991,SP,sim,750.0
99992,SP,sim,450.0
99994,SP,sim,325.0
99995,SP,sim,2666.0
99996,SP,sim,900.0
99997,SP,sim,500.0
99998,SP,não,600.0
99999,SP,não,410.0
100000,SP,sim,908.0
100001,SP,sim,1100.0
100002,SP,não,341.0
100003,SP,não,362.0
100004,SP,sim,606.0
100005,SP,sim,1050.0
100006,SP,sim,1866.0
100007,SP,sim,569.0
100008,SP,não,1724.0
100009,SP,sim,1716.0
100010,SP,sim,4500.0
100012,SP,sim,500.0
100013,SP,não,1506.0
100014,SP,sim,908.0
100015,SP,não,608.0
100016,SP,não,660.0
100018,SP,sim,566.0
100019,SP,sim,608.0
100020,SP,sim,1000.0
100021,SP,não,724.0
100022,SP,não,724.0
100023,SP,não,375.0
100024,SP,não,800.0
100025,SP,não,974.0
100026,SP,sim,1325.0
100027,SP,não,333.0
100028,SP,não,241.0
100029,SP,não,353.0
100030,SP,não,790.0
100032,SP,não,900.0
100033,SP,sim,900.0
100035,SP,sim,2260.0
100036,SP,não,824.0
100037,SP,sim,360.0
100038,SP,não,175.0
100039,SP,não,800.0
100040,SP,sim,1133.0
100041,SP,sim,1425.0
100042,SP,sim,1395.0
100043,SP,sim,1062.0
100044,SP,não,1048.0
100045,SP,sim,1924.0
100046,SP,não,500.0
100047,SP,não,724.0
100048,SP,sim,1000.0
100049,SP,não,724.0
100050,SP,não,724.0
100052,SP,não,1100.0
100053,SP,sim,1733.0
100055,SP,sim,12000.0
100057,SP,não,1000.0
100058,SP,sim,1724.0
100059,SP,sim,866.0
100060,SP,não,1362.0
100061,SP,sim,2500.0
100062,SP,sim,1833.0
100063,SP,sim,1448.0
100065,SP,sim,317.0
100068,SP,não,435.0
100069,SP,sim,241.0
100070,SP,sim,3500.0
100071,SP,sim,2000.0
100072,SP,sim,4075.0
100073,SP,sim,9000.0
100074,SP,sim,3226.0
100076,SP,sim,7500.0
100077,SP,sim,1375.0
100078,SP,sim,5666.0
100079,SP,sim,1950.0
100080,SP,sim,1666.0
100081,SP,sim,1400.0
100082,SP,sim,1600.0
100083,SP,sim,5500.0
100084,SP,sim,1675.0
100085,SP,sim,4000.0
100086,SP,sim,8000.0
100087,SP,sim,1550.0
100089,SP,sim,2700.0
100090,SP,não,1582.0
100092,SP,sim,544.0
100093,SP,sim,4200.0
100095,SP,sim,3008.0
100096,SP,não,2500.0
100098,SP,sim,450.0
100102,SP,sim,623.0
100103,SP,sim,1362.0
100105,SP,não,1500.0
100106,SP,não,362.0
100107,SP,sim,900.0
100108,SP,sim,292.0
100109,SP,sim,1233.0
100110,SP,sim,1651.0
100111,SP,sim,980.0
100112,SP,sim,687.0
100113,SP,sim,400.0
100114,SP,sim,962.0
100115,SP,sim,1525.0
100118,SP,não,2974.0
100119,SP,não,300.0
100120,SP,não,1012.0
100121,SP,sim,724.0
100123,SP,sim,523.0
100124,SP,sim,1750.0
100125,SP,sim,657.0
100126,SP,sim,1035.0
100127,SP,sim,5000.0
100128,SP,sim,531.0
100129,SP,sim,1275.0
100130,SP,sim,833.0
100131,SP,sim,766.0
100132,SP,não,725.0
100133,SP,sim,931.0
100134,SP,não,1055.0
100135,SP,sim,1600.0
100136,SP,sim,586.0
100137,SP,não,1708.0
100138,SP,sim,1196.0
100139,SP,sim,1683.0
100140,SP,não,25.0
100141,SP,sim,245.0
100142,SP,não,537.0
100143,SP,não,810.0
100144,SP,não,859.0
100145,SP,sim,500.0
100146,SP,não,120.0
100147,SP,sim,384.0
100148,SP,sim,83.0
100149,SP,não,1350.0
100150,SP,sim,378.0
100151,SP,sim,1350.0
100152,SP,sim,3100.0
100153,SP,não,500.0
100154,SP,sim,1333.0
100155,SP,não,375.0
100156,SP,não,400.0
100157,SP,não,1100.0
100158,SP,sim,240.0
100159,SP,sim,1150.0
100160,SP,não,912.0
100161,SP,sim,1500.0
100162,SP,sim,1674.0
100163,SP,sim,2750.0
100164,SP,sim,1666.0
100165,SP,sim,2166.0
100166,SP,sim,1510.0
100167,SP,sim,708.0
100168,SP,sim,3850.0
100169,SP,sim,2133.0
100170,SP,sim,575.0
100171,SP,sim,1215.0
100172,SP,sim,1900.0
100173,SP,não,1200.0
100174,SP,não,1470.0
100175,SP,sim,434.0
100176,SP,não,2162.0
100177,SP,sim,2856.0
100178,SP,não,724.0
100179,SP,não,724.0
100180,SP,não,1662.0
100181,SP,sim,1900.0
100182,SP,sim,1012.0
100183,SP,sim,833.0
100184,SP,sim,1908.0
100185,SP,sim,1074.0
100186,SP,sim,3900.0
100187,SP,sim,975.0
100188,SP,sim,500.0
100189,SP,sim,866.0
100190,SP,sim,954.0
100191,SP,sim,2400.0
100192,SP,sim,862.0
100193,SP,sim,1175.0
100194,SP,sim,875.0
100195,SP,não,581.0
100196,SP,sim,2500.0
100197,SP,sim,500.0
100198,SP,sim,1400.0
100199,SP,sim,4000.0
100200,SP,não,1112.0
100201,SP,sim,758.0
100202,SP,não,1574.0
100203,SP,sim,2090.0
100204,SP,sim,360.0
100205,SP,sim,775.0
100206,SP,sim,925.0
100207,SP,sim,1750.0
100208,SP,sim,2650.0
100209,SP,sim,833.0
100210,SP,sim,1700.0
100211,SP,sim,2149.0
100212,SP,não,725.0
100213,SP,sim,957.0
100214,SP,sim,574.0
100215,SP,não,561.0
100216,SP,não,800.0
100217,SP,não,1200.0
100218,SP,sim,1600.0
100219,SP,não,1300.0
100220,SP,sim,1000.0
100221,SP,não,728.0
100222,SP,não,166.0
100223,SP,não,362.0
100224,SP,sim,1200.0
100225,SP,sim,2066.0
100226,SP,sim,717.0
100227,SP,sim,720.0
100228,SP,sim,1333.0
100229,SP,não,1362.0
100230,SP,sim,950.0
100231,SP,sim,3500.0
100232,SP,sim,1574.0
100233,SP,sim,2400.0
100234,SP,sim,650.0
100235,SP,sim,3900.0
100236,SP,sim,820.0
100237,SP,não,1000.0
100238,SP,sim,435.0
100239,SP,sim,550.0
100240,SP,sim,1066.0
100241,SP,não,1100.0
100242,SP,sim,1300.0
100243,SP,sim,475.0
100244,SP,sim,425.0
100245,SP,sim,675.0
100246,SP,não,1736.0
100247,SP,sim,350.0
100248,SP,sim,400.0
100249,SP,sim,914.0
100250,SP,sim,411.0
100251,SP,sim,600.0
100252,SP,não,333.0
100253,SP,sim,890.0
100254,SP,sim,972.0
100255,SP,não,1228.0
100256,SP,não,1162.0
100257,SP,não,792.0
100258,SP,sim,755.0
100259,SP,não,411.0
100260,SP,sim,425.0
100261,SP,não,724.0
100262,SP,não,650.0
100263,SP,não,366.0
100264,SP,sim,437.0
100265,SP,sim,316.0
100266,SP,sim,467.0
100267,SP,sim,750.0
100268,SP,não,1448.0
100269,SP,sim,750.0
100270,SP,sim,1686.0
100271,SP,sim,1012.0
100272,SP,sim,875.0
100274,SP,sim,750.0
100275,SP,não,800.0
100276,SP,sim,200.0
100277,SP,sim,300.0
100278,SP,sim,2042.0
100279,SP,não,450.0
100280,SP,sim,825.0
100281,SP,não,529.0
100282,SP,sim,500.0
100283,SP,sim,1433.0
100284,SP,sim,950.0
100285,SP,sim,400.0
100286,SP,sim,1916.0
100287,SP,não,612.0
100288,SP,sim,1290.0
100289,SP,sim,300.0
100290,SP,sim,300.0
100291,SP,sim,1200.0
100292,SP,sim,1100.0
100293,SP,sim,2450.0
100294,SP,sim,1033.0
100295,SP,sim,1166.0
100296,SP,não,204.0
100297,SP,não,790.0
100298,SP,sim,724.0
100299,SP,sim,2900.0
100302,SP,sim,5000.0
100303,SP,não,6800.0
100306,SP,não,5000.0
100307,SP,sim,13000.0
100308,SP,sim,765.0
100309,SP,sim,1100.0
100311,SP,sim,1000.0
100314,SP,sim,6450.0
100315,SP,sim,2375.0
100316,SP,não,1010.0
100317,SP,sim,2200.0
100318,SP,sim,1900.0
100319,SP,sim,3850.0
100320,SP,sim,405.0
100321,SP,sim,1400.0
100322,SP,não,1052.0
100323,SP,sim,874.0
100324,SP,não,893.0
100325,SP,sim,2024.0
100326,SP,não,2025.0
100328,SP,sim,2256.0
100329,SP,não,1635.0
100330,SP,não,1362.0
100331,SP,não,1800.0
100332,SP,não,295.0
100334,SP,sim,724.0
100335,SP,sim,683.0
100336,SP,sim,2007.0
100337,SP,sim,1125.0
100339,SP,sim,1400.0
100340,SP,sim,2300.0
100341,SP,sim,900.0
100342,SP,não,3400.0
100343,SP,não,450.0
100344,SP,sim,1075.0
100345,SP,não,2112.0
100346,SP,não,724.0
100347,SP,sim,500.0
100348,SP,sim,1950.0
100349,SP,sim,3400.0
100350,SP,não,724.0
100351,SP,não,1320.0
100353,SP,sim,5250.0
100355,SP,não,4000.0
100356,SP,não,1200.0
100357,SP,sim,1750.0
100359,SP,sim,1500.0
100360,SP,sim,625.0
100361,SP,sim,2000.0
100362,SP,sim,1750.0
100363,SP,sim,3500.0
100364,SP,sim,2250.0
